"","Areaname","STCOU","LND010190F","LND010190D","LND010190N1","LND010190N2","LND010200F","LND010200D","LND010200N1","LND010200N2","LND110180F","LND110180D","LND110180N1","LND110180N2","LND110190F","LND110190D","LND110190N1","LND110190N2","LND110200F","LND110200D","LND110200N1","LND110200N2","LND110210F","LND110210D","LND110210N1","LND110210N2","LND210190F","LND210190D","LND210190N1","LND210190N2","LND210200F","LND210200D","LND210200N1","LND210200N2"
"2917","King and Queen, VA","51097",0,326.35,"0000","0000",0,326.33,"0000","0000",0,317.16,"0000","0000",0,316.28,"0000","0000",0,316.26,"0000","0000",0,315.14,"0000","0000",0,10.07,"0000","0000",0,10.06,"0000","0000"
"2918","King George, VA","51099",0,187.81,"0000","0000",0,187.79,"0000","0000",0,180.07,"0000","0000",0,180.02,"0000","0000",0,180,"0000","0000",0,179.64,"0000","0000",0,7.79,"0000","0000",0,7.79,"0000","0000"
"2919","King William, VA","51101",0,285.67,"0000","0000",0,285.65,"0000","0000",0,277.76,"0000","0000",0,275.45,"0000","0000",0,275.43,"0000","0000",0,273.94,"0000","0000",0,10.22,"0000","0000",0,10.22,"0000","0000"
"2920","Lancaster, VA","51103",0,231.36,"0000","0000",0,231.35,"0000","0000",0,132.88,"0000","0000",0,133.15,"0000","0000",0,133.14,"0000","0000",0,133.25,"0000","0000",0,98.21,"0000","0000",0,98.2,"0000","0000"
"2921","Lee, VA","51105",0,437.34,"0000","0000",0,437.32,"0000","0000",0,437.46,"0000","0000",0,437.15,"0000","0000",0,437.13,"0000","0000",0,435.52,"0000","0000",0,0.19,"0000","0000",0,0.18,"0000","0000"
"2922","Loudoun, VA","51107",0,521.14,"0000","0000",0,521.1,"0000","0000",0,521.09,"0000","0000",0,519.92,"0000","0000",0,519.85,"0000","0000",0,515.56,"0000","0000",0,1.22,"0000","0000",0,1.25,"0000","0000"
"2923","Louisa, VA","51109",0,510.83,"0000","0000",0,510.79,"0000","0000",0,496.57,"0000","0000",0,497.49,"0000","0000",0,497.14,"0000","0000",0,496.3,"0000","0000",0,13.34,"0000","0000",0,13.65,"0000","0000"
"2924","Lunenburg, VA","51111",0,432.4,"0000","0000",0,432.38,"0000","0000",0,432.23,"0000","0000",0,431.78,"0000","0000",0,431.7,"0000","0000",0,431.68,"0000","0000",0,0.62,"0000","0000",0,0.68,"0000","0000"
"2925","Madison, VA","51113",0,321.81,"0000","0000",0,321.78,"0000","0000",0,321.74,"0000","0000",0,321.45,"0000","0000",0,321.42,"0000","0000",0,320.68,"0000","0000",0,0.36,"0000","0000",0,0.36,"0000","0000"
"2926","Mathews, VA","51115",0,251.98,"0000","0000",0,251.96,"0000","0000",0,87.15,"0000","0000",0,85.69,"0000","0000",0,85.68,"0000","0000",0,85.93,"0000","0000",0,166.29,"0000","0000",0,166.28,"0000","0000"
"2927","Mecklenburg, VA","51117",0,679.34,"0000","0000",0,679.29,"0000","0000",0,616.14,"0000","0000",0,623.98,"0000","0000",0,623.93,"0000","0000",0,625.49,"0000","0000",0,55.36,"0000","0000",0,55.36,"0000","0000"
"2928","Middlesex, VA","51119",0,210.76,"0000","0000",0,210.75,"0000","0000",0,133.95,"0000","0000",0,130.3,"0000","0000",0,130.3,"0000","0000",0,130.31,"0000","0000",0,80.46,"0000","0000",0,80.46,"0000","0000"
"2929","Montgomery, VA","51121",0,389.44,"0000","0000",0,389.43,"0000","0000",0,389.56,"0000","0000",0,388.24,"0000","0000",0,388.22,"0000","0000",0,387.01,"0000","0000",0,1.2,"0000","0000",0,1.21,"0000","0000"
"2930","Nelson, VA","51125",0,474.34,"0000","0000",0,474.31,"0000","0000",0,474.36,"0000","0000",0,472.39,"0000","0000",0,472.35,"0000","0000",0,470.86,"0000","0000",0,1.95,"0000","0000",0,1.95,"0000","0000"
"2931","New Kent, VA","51127",0,223.77,"0000","0000",0,223.48,"0000","0000",0,212.9,"0000","0000",0,209.83,"0000","0000",0,209.55,"0000","0000",0,209.73,"0000","0000",0,13.94,"0000","0000",0,13.93,"0000","0000"
"2932","Northampton, VA","51131",0,795.4,"0000","0000",0,795.34,"0000","0000",0,225.94,"0000","0000",0,207.38,"0000","0000",0,207.37,"0000","0000",0,211.61,"0000","0000",0,588.02,"0000","0000",0,587.97,"0000","0000"
"2933","Northumberland, VA","51133",0,285.68,"0000","0000",0,285.67,"0000","0000",0,184.54,"0000","0000",0,192.32,"0000","0000",0,192.3,"0000","0000",0,191.3,"0000","0000",0,93.36,"0000","0000",0,93.36,"0000","0000"
"2934","Nottoway, VA","51135",0,316.13,"0000","0000",0,316.1,"0000","0000",0,316.41,"0000","0000",0,314.73,"0000","0000",0,314.65,"0000","0000",0,314.39,"0000","0000",0,1.4,"0000","0000",0,1.45,"0000","0000"
"2935","Orange, VA","51137",0,343.44,"0000","0000",0,343.41,"0000","0000",0,341.91,"0000","0000",0,341.74,"0000","0000",0,341.7,"0000","0000",0,340.78,"0000","0000",0,1.7,"0000","0000",0,1.7,"0000","0000"
"2936","Page, VA","51139",0,314.11,"0000","0000",0,314.09,"0000","0000",0,313.04,"0000","0000",0,311.14,"0000","0000",0,311.13,"0000","0000",0,310.86,"0000","0000",0,2.97,"0000","0000",0,2.97,"0000","0000"
"2937","Patrick, VA","51141",0,485.88,"0000","0000",0,485.87,"0000","0000",0,481.07,"0000","0000",0,483.16,"0000","0000",0,483.14,"0000","0000",0,483.1,"0000","0000",0,2.72,"0000","0000",0,2.72,"0000","0000"
"2938","Pittsylvania, VA","51143",0,978.21,"0000","0000",0,978.18,"0000","0000",0,994.93,"0000","0000",0,970.85,"0000","0000",0,970.76,"0000","0000",0,968.94,"0000","0000",0,7.36,"0000","0000",0,7.42,"0000","0000"
"2939","Powhatan, VA","51145",0,262.42,"0000","0000",0,262.4,"0000","0000",0,261.19,"0000","0000",0,261.3,"0000","0000",0,261.28,"0000","0000",0,260.22,"0000","0000",0,1.12,"0000","0000",0,1.12,"0000","0000"
"2940","Prince Edward, VA","51147",0,353.87,"0000","0000",0,353.85,"0000","0000",0,353.52,"0000","0000",0,352.81,"0000","0000",0,352.76,"0000","0000",0,349.96,"0000","0000",0,1.06,"0000","0000",0,1.09,"0000","0000"
"2941","Prince George, VA","51149",0,281.55,"0000","0000",0,281.85,"0000","0000",0,265.67,"0000","0000",0,265.61,"0000","0000",0,265.62,"0000","0000",0,265.16,"0000","0000",0,15.94,"0000","0000",0,16.23,"0000","0000"
"2942","Prince William, VA","51153",0,349.05,"0000","0000",0,348.36,"0000","0000",0,339.21,"0000","0000",0,338.42,"0000","0000",0,337.78,"0000","0000",0,336.4,"0000","0000",0,10.63,"0000","0000",0,10.58,"0000","0000"
"2943","Pulaski, VA","51155",0,329.6,"0000","0000",0,329.59,"0000","0000",0,318.22,"0000","0000",0,320.57,"0000","0000",0,320.57,"0000","0000",0,319.86,"0000","0000",0,9.03,"0000","0000",0,9.03,"0000","0000"
"2944","Rappahannock, VA","51157",0,266.86,"0000","0000",0,266.83,"0000","0000",0,267.14,"0000","0000",0,266.6,"0000","0000",0,266.57,"0000","0000",0,266.23,"0000","0000",0,0.26,"0000","0000",0,0.26,"0000","0000"
"2945","Richmond, VA","51159",0,216.4,"0000","0000",0,216.38,"0000","0000",0,192.71,"0000","0000",0,191.48,"0000","0000",0,191.46,"0000","0000",0,191.49,"0000","0000",0,24.92,"0000","0000",0,24.92,"0000","0000"
"2946","Roanoke, VA","51161",0,250.84,"0000","0000",0,251.04,"0000","0000",0,251.09,"0000","0000",0,250.66,"0000","0000",0,250.87,"0000","0000",0,250.52,"0000","0000",0,0.18,"0000","0000",0,0.18,"0000","0000"
"2947","Rockbridge, VA","51163",0,601.02,"0000","0000",0,600.98,"0000","0000",0,603.18,"0000","0000",0,599.67,"0000","0000",0,599.63,"0000","0000",0,597.56,"0000","0000",0,1.35,"0000","0000",0,1.35,"0000","0000"
"2948","Rockingham, VA","51165",0,853.35,"0000","0000",0,853.29,"0000","0000",0,864.84,"0000","0000",0,851.2,"0000","0000",0,851.15,"0000","0000",0,849.09,"0000","0000",0,2.15,"0000","0000",0,2.14,"0000","0000"
"2949","Russell, VA","51167",0,476.78,"0000","0000",0,476.77,"0000","0000",0,479,"0000","0000",0,474.67,"0000","0000",0,474.66,"0000","0000",0,473.82,"0000","0000",0,2.11,"0000","0000",0,2.11,"0000","0000"
"2950","Scott, VA","51169",0,538.66,"0000","0000",0,538.63,"0000","0000",0,535.42,"0000","0000",0,536.62,"0000","0000",0,536.58,"0000","0000",0,535.53,"0000","0000",0,2.04,"0000","0000",0,2.05,"0000","0000"
"2951","Shenandoah, VA","51171",0,512.56,"0000","0000",0,512.53,"0000","0000",0,512.24,"0000","0000",0,512.24,"0000","0000",0,512.2,"0000","0000",0,508.78,"0000","0000",0,0.32,"0000","0000",0,0.32,"0000","0000"
"2952","Smyth, VA","51173",0,452.33,"0000","0000",0,452.31,"0000","0000",0,452.07,"0000","0000",0,452.11,"0000","0000",0,452.09,"0000","0000",0,450.93,"0000","0000",0,0.22,"0000","0000",0,0.22,"0000","0000"
"2953","Southampton, VA","51175",0,603.07,"0000","0000",0,602.35,"0000","0000",0,602.9,"0000","0000",0,600.27,"0000","0000",0,599.56,"0000","0000",0,599.15,"0000","0000",0,2.8,"0000","0000",0,2.8,"0000","0000"
"2954","Spotsylvania, VA","51177",0,412.3,"0000","0000",0,412.27,"0000","0000",0,404,"0000","0000",0,400.9,"0000","0000",0,400.86,"0000","0000",0,401.5,"0000","0000",0,11.4,"0000","0000",0,11.41,"0000","0000"
"2955","Stafford, VA","51179",0,279.55,"0000","0000",0,279.95,"0000","0000",0,271.11,"0000","0000",0,270,"0000","0000",0,270.35,"0000","0000",0,268.96,"0000","0000",0,9.55,"0000","0000",0,9.59,"0000","0000"
"2956","Surry, VA","51181",0,310.32,"0000","0000",0,310.31,"0000","0000",0,281.34,"0000","0000",0,279.1,"0000","0000",0,279.09,"0000","0000",0,278.95,"0000","0000",0,31.22,"0000","0000",0,31.22,"0000","0000"
"2957","Sussex, VA","51183",0,492.86,"0000","0000",0,492.83,"0000","0000",0,491.39,"0000","0000",0,490.76,"0000","0000",0,490.73,"0000","0000",0,490.22,"0000","0000",0,2.1,"0000","0000",0,2.1,"0000","0000"
"2958","Tazewell, VA","51185",0,519.91,"0000","0000",0,519.89,"0000","0000",0,520.05,"0000","0000",0,519.76,"0000","0000",0,519.74,"0000","0000",0,518.85,"0000","0000",0,0.15,"0000","0000",0,0.15,"0000","0000"
"2959","Warren, VA","51187",0,216.35,"0000","0000",0,216.32,"0000","0000",0,217.27,"0000","0000",0,213.73,"0000","0000",0,213.7,"0000","0000",0,213.47,"0000","0000",0,2.62,"0000","0000",0,2.63,"0000","0000"
"2960","Washington, VA","51191",0,567.59,"0000","0000",0,565.98,"0000","0000",0,562.43,"0000","0000",0,564.21,"0000","0000",0,562.86,"0000","0000",0,560.98,"0000","0000",0,3.38,"0000","0000",0,3.12,"0000","0000"
"2961","Westmoreland, VA","51193",0,252.65,"0000","0000",0,252.64,"0000","0000",0,226.64,"0000","0000",0,229.19,"0000","0000",0,229.18,"0000","0000",0,229.38,"0000","0000",0,23.46,"0000","0000",0,23.46,"0000","0000"
"2962","Wise, VA","51195",0,404.56,"0000","0000",0,405.22,"0000","0000",0,404.79,"0000","0000",0,403.37,"0000","0000",0,404.04,"0000","0000",0,403.19,"0000","0000",0,1.19,"0000","0000",0,1.18,"0000","0000"
"2963","Wythe, VA","51197",0,464.63,"0000","0000",0,464.62,"0000","0000",0,464.55,"0000","0000",0,463.26,"0000","0000",0,463.24,"0000","0000",0,461.82,"0000","0000",0,1.37,"0000","0000",0,1.37,"0000","0000"
"2964","York, VA","51199",0,215.5,"0000","0000",0,215.52,"0000","0000",0,113.22,"0000","0000",0,105.62,"0000","0000",0,105.65,"0000","0000",0,104.78,"0000","0000",0,109.88,"0000","0000",0,109.87,"0000","0000"
"2965","Alexandria, VA","51510",0,15.38,"0000","0000",0,15.41,"0000","0000",0,15.03,"0000","0000",0,15.28,"0000","0000",0,15.18,"0000","0000",0,15.03,"0000","0000",0,0.1,"0000","0000",0,0.23,"0000","0000"
"2966","Bedford, VA","51515",0,6.86,"0000","0000",0,6.9,"0000","0000",0,6.76,"0000","0000",0,6.85,"0000","0000",0,6.89,"0000","0000",0,6.88,"0000","0000",0,0.01,"0000","0000",0,0.01,"0000","0000"
"2967","Bristol, VA","51520",0,11.59,"0000","0000",0,13.16,"0000","0000",0,11.58,"0000","0000",0,11.59,"0000","0000",0,12.9,"0000","0000",0,13.01,"0000","0000",0,0,"0000","0000",0,0.27,"0000","0000"
"2968","Buena Vista, VA","51530",0,6.83,"0000","0000",0,6.83,"0000","0000",0,2.93,"0000","0000",0,6.83,"0000","0000",0,6.83,"0000","0000",0,6.7,"0000","0000",0,0,"0000","0000",0,0,"0000","0000"
"2969","Charlottesville, VA","51540",0,10.26,"0000","0000",0,10.26,"0000","0000",0,10.43,"0000","0000",0,10.26,"0000","0000",0,10.26,"0000","0000",0,10.24,"0000","0000",0,0,"0000","0000",0,0,"0000","0000"
"2970","Chesapeake, VA","51550",0,350.92,"0000","0000",0,350.9,"0000","0000",0,340,"0000","0000",0,340.68,"0000","0000",0,340.72,"0000","0000",0,340.8,"0000","0000",0,10.24,"0000","0000",0,10.18,"0000","0000"
"2971","Clifton Forge, VA","51560",0,3.1,"0000","0000",0,3.1,"0000","0000",0,3.07,"0000","0000",0,3.1,"0000","0000",0,3.09,"0000","0000",5,0,"0000","0000",0,0,"0000","0000",0,0,"0000","0000"
"2972","Colonial Heights, VA","51570",0,7.79,"0000","0000",0,7.79,"0000","0000",0,7.68,"0000","0000",0,7.47,"0000","0000",0,7.48,"0000","0000",0,7.52,"0000","0000",0,0.32,"0000","0000",0,0.31,"0000","0000"
"2973","Covington, VA","51580",0,4.44,"0000","0000",0,5.67,"0000","0000",0,4.41,"0000","0000",0,4.44,"0000","0000",0,5.67,"0000","0000",0,5.47,"0000","0000",0,0,"0000","0000",0,0,"0000","0000"
"2974","Danville, VA","51590",0,43.94,"0000","0000",0,43.94,"0000","0000",0,17.15,"0000","0000",0,43.06,"0000","0000",0,43.06,"0000","0000",0,42.93,"0000","0000",0,0.88,"0000","0000",0,0.88,"0000","0000"
"2975","Emporia, VA","51595",0,6.96,"0000","0000",0,6.97,"0000","0000",0,2.42,"0000","0000",0,6.89,"0000","0000",0,6.89,"0000","0000",0,6.89,"0000","0000",0,0.07,"0000","0000",0,0.07,"0000","0000"
"2976","Fairfax, VA","51600",0,6.16,"0000","0000",0,6.31,"0000","0000",0,5.98,"0000","0000",0,6.16,"0000","0000",0,6.31,"0000","0000",0,6.24,"0000","0000",0,0,"0000","0000",0,0,"0000","0000"
"2977","Falls Church, VA","51610",0,2,"0000","0000",0,1.99,"0000","0000",0,1.97,"0000","0000",0,2,"0000","0000",0,1.99,"0000","0000",0,2,"0000","0000",0,0,"0000","0000",0,0,"0000","0000"
"2978","Franklin, VA","51620",0,7.72,"0000","0000",0,8.4,"0000","0000",0,3.83,"0000","0000",0,7.67,"0000","0000",0,8.35,"0000","0000",0,8.21,"0000","0000",0,0.05,"0000","0000",0,0.05,"0000","0000"
"2979","Fredericksburg, VA","51630",0,10.52,"0000","0000",0,10.52,"0000","0000",0,6.11,"0000","0000",0,10.51,"0000","0000",0,10.52,"0000","0000",0,10.44,"0000","0000",0,0.01,"0000","0000",0,0,"0000","0000"
"2980","Galax, VA","51640",0,8.07,"0000","0000",0,8.23,"0000","0000",0,8.27,"0000","0000",0,8.07,"0000","0000",0,8.23,"0000","0000",0,8.24,"0000","0000",0,0,"0000","0000",0,0,"0000","0000"
"2981","Hampton, VA","51650",0,128.56,"0000","0000",0,136.23,"0000","0000",0,51.3,"0000","0000",0,51.82,"0000","0000",0,51.78,"0000","0000",0,51.41,"0000","0000",0,76.74,"0000","0000",0,84.45,"0000","0000"
"2982","Harrisonburg, VA","51660",0,17.59,"0000","0000",0,17.59,"0000","0000",0,6.06,"0000","0000",0,17.56,"0000","0000",0,17.56,"0000","0000",0,17.42,"0000","0000",0,0.03,"0000","0000",0,0.03,"0000","0000"
"2983","Hopewell, VA","51670",0,10.72,"0000","0000",0,10.82,"0000","0000",0,10.3,"0000","0000",0,10.25,"0000","0000",0,10.24,"0000","0000",0,10.28,"0000","0000",0,0.47,"0000","0000",0,0.58,"0000","0000"
"2984","Lexington, VA","51678",0,2.49,"0000","0000",0,2.49,"0000","0000",0,2.3,"0000","0000",0,2.49,"0000","0000",0,2.49,"0000","0000",0,2.5,"0000","0000",0,0,"0000","0000",0,0,"0000","0000"
"2985","Lynchburg, VA","51680",0,49.77,"0000","0000",0,49.76,"0000","0000",0,49.55,"0000","0000",0,49.4,"0000","0000",0,49.39,"0000","0000",0,49.13,"0000","0000",0,0.37,"0000","0000",0,0.37,"0000","0000"
"2986","Manassas, VA","51683",0,10.03,"0000","0000",0,9.96,"0000","0000",0,8.17,"0000","0000",0,10.01,"0000","0000",0,9.93,"0000","0000",0,9.88,"0000","0000",0,0.02,"0000","0000",0,0.02,"0000","0000"
"2987","Manassas Park, VA","51685",0,1.83,"0000","0000",0,2.49,"0000","0000",0,1.98,"0000","0000",0,1.83,"0000","0000",0,2.49,"0000","0000",0,2.53,"0000","0000",0,0,"0000","0000",0,0,"0000","0000"
"2988","Martinsville, VA","51690",0,11.01,"0000","0000",0,11.01,"0000","0000",0,10.97,"0000","0000",0,10.96,"0000","0000",0,10.96,"0000","0000",0,10.96,"0000","0000",0,0.05,"0000","0000",0,0.05,"0000","0000"
"2989","Newport News, VA","51700",0,119.03,"0000","0000",0,119.05,"0000","0000",0,65.3,"0000","0000",0,68.33,"0000","0000",0,68.29,"0000","0000",0,68.71,"0000","0000",0,50.7,"0000","0000",0,50.76,"0000","0000"
"2990","Norfolk, VA","51710",0,96.3,"0000","0000",0,96.3,"0000","0000",0,53,"0000","0000",0,53.76,"0000","0000",0,53.73,"0000","0000",0,54.12,"0000","0000",0,42.54,"0000","0000",0,42.58,"0000","0000"
"2991","Norton, VA","51720",0,7.26,"0000","0000",0,7.53,"0000","0000",0,6.8,"0000","0000",0,7.26,"0000","0000",0,7.53,"0000","0000",0,7.48,"0000","0000",0,0,"0000","0000",0,0,"0000","0000"
"2992","Petersburg, VA","51730",0,23.22,"0000","0000",0,23.19,"0000","0000",0,23.03,"0000","0000",0,22.88,"0000","0000",0,22.88,"0000","0000",0,22.93,"0000","0000",0,0.34,"0000","0000",0,0.3,"0000","0000"
"2993","Poquoson, VA","51735",0,78.43,"0000","0000",0,78.43,"0000","0000",0,16.9,"0000","0000",0,15.52,"0000","0000",0,15.52,"0000","0000",0,15.32,"0000","0000",0,62.91,"0000","0000",0,62.91,"0000","0000"
"2994","Portsmouth, VA","51740",0,46.62,"0000","0000",0,46.62,"0000","0000",0,29.9,"0000","0000",0,33.15,"0000","0000",0,33.16,"0000","0000",0,33.65,"0000","0000",0,13.47,"0000","0000",0,13.46,"0000","0000"
"2995","Radford, VA","51750",0,10.19,"0000","0000",0,10.19,"0000","0000",0,7.43,"0000","0000",0,9.82,"0000","0000",0,9.82,"0000","0000",0,9.87,"0000","0000",0,0.37,"0000","0000",0,0.37,"0000","0000"
"2996","Richmond, VA","51760",0,62.61,"0000","0000",0,62.55,"0000","0000",0,60.06,"0000","0000",0,60.13,"0000","0000",0,60.07,"0000","0000",0,59.81,"0000","0000",0,2.48,"0000","0000",0,2.48,"0000","0000"
"2997","Roanoke, VA","51770",0,42.93,"0000","0000",0,42.91,"0000","0000",0,43.09,"0000","0000",0,42.9,"0000","0000",0,42.88,"0000","0000",0,42.56,"0000","0000",0,0.03,"0000","0000",0,0.03,"0000","0000"
"2998","Salem, VA","51775",0,14.55,"0000","0000",0,14.59,"0000","0000",0,14.37,"0000","0000",0,14.55,"0000","0000",0,14.59,"0000","0000",0,14.44,"0000","0000",0,0,"0000","0000",0,0,"0000","0000"
"2999","South Boston, VA","51780",0,5.55,"0000","0000",5,0,"0000","0000",0,5.55,"0000","0000",0,5.54,"0000","0000",5,0,"0000","0000",5,0,"0000","0000",0,0.01,"0000","0000",5,0,"0000","0000"
"3000","Staunton, VA","51790",0,19.76,"0000","0000",0,19.71,"0000","0000",0,8.57,"0000","0000",0,19.76,"0000","0000",0,19.71,"0000","0000",0,19.98,"0000","0000",0,0,"0000","0000",0,0,"0000","0000"
"3001","Suffolk, VA","51800",0,429.09,"0000","0000",0,429.07,"0000","0000",0,409.17,"0000","0000",0,400.08,"0000","0000",0,400.02,"0000","0000",0,400.17,"0000","0000",0,29.01,"0000","0000",0,29.05,"0000","0000"
"3002","Virginia Beach, VA","51810",0,497.35,"0000","0000",0,497.33,"0000","0000",0,255.93,"0000","0000",0,248.32,"0000","0000",0,248.29,"0000","0000",0,249.02,"0000","0000",0,249.03,"0000","0000",0,249.03,"0000","0000"
"3003","Waynesboro, VA","51820",0,14.06,"0000","0000",0,15.38,"0000","0000",0,7.53,"0000","0000",0,14.04,"0000","0000",0,15.36,"0000","0000",0,15.04,"0000","0000",0,0.02,"0000","0000",0,0.02,"0000","0000"
"3004","Williamsburg, VA","51830",0,8.74,"0000","0000",0,8.67,"0000","0000",0,5.17,"0000","0000",0,8.61,"0000","0000",0,8.54,"0000","0000",0,9.02,"0000","0000",0,0.13,"0000","0000",0,0.13,"0000","0000"
"3005","Winchester, VA","51840",0,9.33,"0000","0000",0,9.33,"0000","0000",0,9.31,"0000","0000",0,9.33,"0000","0000",0,9.33,"0000","0000",0,9.23,"0000","0000",0,0,"0000","0000",0,0,"0000","0000"
"3006","WASHINGTON","53000",0,71302.65,"0000","0000",0,71299.64,"0000","0000",0,66511.31,"0000","0000",0,66581.95,"0000","0000",0,66544.06,"0000","0000",0,66455.52,"0000","0000",0,4720.7,"0000","0000",0,4755.58,"0000","0000"
"3007","Adams, WA","53001",0,1929.73,"0000","0000",0,1929.69,"0000","0000",0,1921.49,"0000","0000",0,1925,"0000","0000",0,1924.96,"0000","0000",0,1924.98,"0000","0000",0,4.73,"0000","0000",0,4.73,"0000","0000"
"3008","Asotin, WA","53003",0,640.69,"0000","0000",0,640.69,"0000","0000",0,634.83,"0000","0000",0,635.91,"0000","0000",0,635.34,"0000","0000",0,636.21,"0000","0000",0,4.78,"0000","0000",0,5.34,"0000","0000"
"3009","Benton, WA","53005",0,1760.19,"0000","0000",0,1760.12,"0000","0000",0,1714.72,"0000","0000",0,1703.12,"0000","0000",0,1703.09,"0000","0000",0,1700.38,"0000","0000",0,57.07,"0000","0000",0,57.03,"0000","0000"
"3010","Chelan, WA","53007",0,2993.87,"0000","0000",0,2993.62,"0000","0000",0,2915.54,"0000","0000",0,2921.63,"0000","0000",0,2921.37,"0000","0000",0,2920.53,"0000","0000",0,72.24,"0000","0000",0,72.25,"0000","0000"
"3011","Clallam, WA","53009",0,2676.14,"0000","0000",0,2670.34,"0000","0000",0,1752.5,"0000","0000",0,1745.16,"0000","0000",0,1739.45,"0000","0000",0,1738.33,"0000","0000",0,930.98,"0000","0000",0,930.89,"0000","0000"
"3012","Clark, WA","53011",0,656.26,"0000","0000",0,656.22,"0000","0000",0,627.1,"0000","0000",0,627.89,"0000","0000",0,628.22,"0000","0000",0,629,"0000","0000",0,28.37,"0000","0000",0,27.99,"0000","0000"
"3013","Columbia, WA","53013",0,873.52,"0000","0000",0,873.53,"0000","0000",0,864.6,"0000","0000",0,868.81,"0000","0000",0,868.81,"0000","0000",0,868.63,"0000","0000",0,4.71,"0000","0000",0,4.71,"0000","0000"
"3014","Cowlitz, WA","53015",0,1166.41,"0000","0000",0,1166.33,"0000","0000",0,1139.5,"0000","0000",0,1138.72,"0000","0000",0,1138.64,"0000","0000",0,1140.13,"0000","0000",0,27.69,"0000","0000",0,27.69,"0000","0000"
"3015","Douglas, WA","53017",0,1848.74,"0000","0000",0,1848.69,"0000","0000",0,1817.05,"0000","0000",0,1820.58,"0000","0000",0,1820.53,"0000","0000",0,1819.26,"0000","0000",0,28.16,"0000","0000",0,28.17,"0000","0000"
"3016","Ferry, WA","53019",0,2257.46,"0000","0000",0,2257.46,"0000","0000",0,2199.99,"0000","0000",0,2203.98,"0000","0000",0,2203.98,"0000","0000",0,2203.16,"0000","0000",0,53.48,"0000","0000",0,53.48,"0000","0000"
"3017","Franklin, WA","53021",0,1265.38,"0000","0000",0,1265.35,"0000","0000",0,1242.73,"0000","0000",0,1242.18,"0000","0000",0,1242.4,"0000","0000",0,1242.17,"0000","0000",0,23.2,"0000","0000",0,22.95,"0000","0000"
"3018","Garfield, WA","53023",0,718.18,"0000","0000",0,718.19,"0000","0000",0,705.95,"0000","0000",0,710.54,"0000","0000",0,710.55,"0000","0000",0,710.69,"0000","0000",0,7.64,"0000","0000",0,7.64,"0000","0000"
"3019","Grant, WA","53025",0,2791.37,"0000","0000",0,2791.29,"0000","0000",0,2659.78,"0000","0000",0,2676.38,"0000","0000",0,2681.06,"0000","0000",0,2679.51,"0000","0000",0,114.99,"0000","0000",0,110.23,"0000","0000"
